step,train_loss
1,1.1481919288635254
2,1.0155181884765625
3,1.0179994106292725
4,0.912440836429596
5,0.7081678509712219
6,0.6962591409683228
7,0.7344123721122742
8,0.4356895685195923
9,0.5613830089569092
10,0.3370889723300934
11,0.51763516664505
12,0.4450276494026184
13,0.5607428550720215
14,0.5255899429321289
15,0.588465690612793
16,0.4583682417869568
17,0.5154023170471191
18,0.3469527065753937
19,0.5369957685470581
20,0.5208996534347534
21,0.511170506477356
22,0.4265730082988739
23,0.36148330569267273
24,0.4320962131023407
25,0.3529350459575653
26,0.434425950050354
27,0.4304181933403015
28,0.44309720396995544
29,0.5970628261566162
30,0.5955712795257568
31,0.3974376618862152
32,0.3837478756904602
33,0.44792330265045166
34,0.3931131958961487
35,0.5430098176002502
36,0.5123583078384399
37,0.41749072074890137
38,0.4760129451751709
39,0.4719967246055603
40,0.3467337489128113
41,0.5184832811355591
42,0.6965571641921997
43,0.5468859076499939
44,0.28370940685272217
45,0.548398494720459
46,0.5638340711593628
47,0.5475254058837891
48,0.4308997094631195
49,0.4313570261001587
50,0.33874353766441345
51,0.46106648445129395
52,0.4583570063114166
53,0.3890365958213806
54,0.5077899098396301
55,0.44882330298423767
56,0.5101504921913147
57,0.4731650650501251
58,0.327327698469162
59,0.448723167181015
60,0.4506183862686157
61,0.31205692887306213
62,0.5495545864105225
63,0.3715462386608124
64,0.38955727219581604
65,0.43870967626571655
66,0.4579524099826813
67,0.3978649377822876
68,0.4261200428009033
69,0.3447277545928955
70,0.5356472134590149
71,0.4395822286605835
72,0.3803984522819519
73,0.2950671911239624
74,0.4427860677242279
75,0.44295796751976013
76,0.5330787897109985
77,0.47111034393310547
78,0.4409257769584656
79,0.5309791564941406
80,0.5019113421440125
81,0.30452966690063477
82,0.4752519726753235
83,0.3574211895465851
84,0.5070830583572388
85,0.32839739322662354
86,0.5195663571357727
87,0.512982964515686
88,0.3385760486125946
89,0.32787811756134033
90,0.4635031521320343
91,0.44656282663345337
92,0.46889686584472656
93,0.5519484877586365
94,0.32418736815452576
95,0.35723090171813965
96,0.3406082093715668
97,0.3281361758708954
98,0.286642849445343
99,0.4614541828632355
100,0.456024706363678
101,0.4852980375289917
102,0.6554025411605835
103,0.5898459553718567
104,0.5206603407859802
105,0.3142635226249695
106,0.4646014869213104
107,0.4384579360485077
108,0.5247080326080322
109,0.4400188624858856
110,0.4809236228466034
111,0.48798492550849915
112,0.4362160265445709
113,0.6953762769699097
114,0.35862240195274353
115,0.4452361464500427
116,0.30495432019233704
117,0.29087185859680176
118,0.4119444489479065
119,0.39308682084083557
120,0.45059385895729065
121,0.4934634864330292
122,0.4082818925380707
123,0.5792620778083801
124,0.4582406282424927
125,0.421048641204834
126,0.46819594502449036
127,0.451238751411438
128,0.3935907483100891
129,0.32863596081733704
130,0.5600680708885193
131,0.40150752663612366
132,0.29231008887290955
133,0.46303629875183105
134,0.38699808716773987
135,0.4574570953845978
136,0.4448340833187103
137,0.38274380564689636
138,0.36427152156829834
139,0.3321903347969055
140,0.346755713224411
141,0.38122299313545227
142,0.546166718006134
143,0.3311859369277954
144,0.5758489370346069
145,0.4641891419887543
146,0.4944681227207184
147,0.42860251665115356
148,0.599002480506897
149,0.42606961727142334
150,0.5795618891716003
151,0.31848692893981934
152,0.5422283411026001
153,0.45677462220191956
154,0.3008290231227875
155,0.6018742918968201
156,0.34932786226272583
157,0.5029246211051941
158,0.6285102367401123
159,0.33511361479759216
160,0.6231809258460999
161,0.5079971551895142
162,0.404171347618103
163,0.27804815769195557
164,0.47091591358184814
165,0.3298659324645996
166,0.26525890827178955
167,0.40582481026649475
168,0.4714203476905823
169,0.49116045236587524
170,0.4459035396575928
171,0.4200419783592224
172,0.45811983942985535
173,0.5503634810447693
174,0.4976390600204468
175,0.3449000418186188
176,0.5861926078796387
177,0.4425160884857178
178,0.3841225504875183
179,0.5588533282279968
180,0.3063757121562958
181,0.45652589201927185
182,0.4514293074607849
183,0.6684386730194092
184,0.3990100026130676
185,0.27782243490219116
186,0.31016677618026733
187,0.43127065896987915
188,0.48692893981933594
189,0.4274105131626129
190,0.4528158903121948
191,0.38250893354415894
192,0.6266137361526489
193,0.38375771045684814
194,0.36107850074768066
195,0.45931074023246765
196,0.36897775530815125
197,0.43093177676200867
198,0.5347030758857727
199,0.45544523000717163
200,0.3934389650821686
201,0.4122729003429413
202,0.43172627687454224
203,0.34155362844467163
204,0.5386737585067749
205,0.4759262204170227
206,0.43094322085380554
207,0.6050026416778564
208,0.423625111579895
209,0.4247688353061676
210,0.3707115352153778
211,0.41560545563697815
212,0.3916262090206146
213,0.3271958827972412
214,0.45308294892311096
215,0.3116093873977661
216,0.49953073263168335
217,0.399274617433548
218,0.5667151808738708
219,0.5571321249008179
220,0.46894383430480957
221,0.5742385983467102
222,0.3956024646759033
223,0.45493677258491516
224,0.5412074327468872
225,0.46236637234687805
226,0.626551628112793
227,0.43300777673721313
228,0.36865872144699097
229,0.43109244108200073
230,0.49836471676826477
231,0.4325978755950928
232,0.427537739276886
233,0.4801121950149536
234,0.47860538959503174
235,0.3406967222690582
236,0.3796160817146301
237,0.4138313829898834
238,0.5701254606246948
239,0.492054283618927
240,0.4879925847053528
241,0.46521514654159546
242,0.44095346331596375
243,0.4820356070995331
244,0.3877064287662506
245,0.4289780557155609
246,0.6299253702163696
247,0.5705946087837219
248,0.29275691509246826
249,0.4817918539047241
250,0.3235008418560028
251,0.34367164969444275
252,0.38625091314315796
253,0.36680305004119873
254,0.29226183891296387
255,0.2679738402366638
256,0.43562865257263184
257,0.44828492403030396
258,0.38356173038482666
259,0.3418744206428528
260,0.43081575632095337
261,0.42185336351394653
262,0.4189697206020355
263,0.5207955241203308
264,0.4010520279407501
265,0.3209899961948395
266,0.5447587966918945
267,0.6124849319458008
268,0.6558088064193726
269,0.6032164096832275
270,0.45529937744140625
271,0.4400547742843628
272,0.38824382424354553
273,0.38245531916618347
274,0.5349099040031433
275,0.34300288558006287
276,0.40983569622039795
277,0.5797278881072998
278,0.3132702708244324
279,0.4260058104991913
280,0.46063417196273804
281,0.44767215847969055
282,0.5321596264839172
283,0.5359392166137695
284,0.39543887972831726
285,0.41859957575798035
286,0.567979633808136
287,0.32330217957496643
288,0.6778770685195923
289,0.3875533640384674
290,0.4418652057647705
291,0.4305468201637268
292,0.4801730513572693
293,0.3867015540599823
294,0.3517141342163086
295,0.5536651611328125
296,0.4110565781593323
297,0.31430256366729736
298,0.5655919313430786
299,0.4744776487350464
300,0.482704758644104
301,0.3560382127761841
302,0.6577402949333191
303,0.3781411647796631
304,0.5952085256576538
305,0.3171558678150177
306,0.307233601808548
307,0.4174879491329193
308,0.4125499427318573
309,0.30997180938720703
310,0.3677140176296234
311,0.6300594210624695
312,0.32254984974861145
313,0.32407429814338684
314,0.5803920030593872
315,0.3909420669078827
316,0.28471797704696655
317,0.33245453238487244
318,0.40819552540779114
319,0.4881513714790344
320,0.37641435861587524
321,0.4094831347465515
322,0.6388900279998779
323,0.44582146406173706
324,0.4370596408843994
325,0.3138004541397095
326,0.588468611240387
327,0.380751371383667
328,0.5420138239860535
329,0.4652249217033386
330,0.6383472084999084
331,0.5832783579826355
332,0.35384228825569153
333,0.3068770468235016
334,0.4540242850780487
335,0.6223056316375732
336,0.29905787110328674
337,0.34463199973106384
338,0.42309054732322693
339,0.29547521471977234
340,0.6933433413505554
341,0.46705639362335205
342,0.40226852893829346
343,0.48810437321662903
344,0.30403557419776917
345,0.2756901979446411
346,0.49199509620666504
347,0.3335842788219452
348,0.3256831765174866
349,0.3517155647277832
350,0.4259948134422302
