model,case,size,bks,pred,gap_pct,miss,over,rout,mcap,time,prec,total,feasible
rslora_v4_ck250,la03,10x5,597,650,8.8777,0,0,0,0,0,0,0,True
rslora_v4_ck250,la04,10x5,590,691,17.1186,0,0,0,0,0,0,0,True
rslora_v4_ck250,la05,10x5,593,593,0.0000,0,0,0,0,0,0,0,True
rslora_v4_ck250,la06,15x5,926,737,-20.4104,25,0,0,0,0,0,25,False
rslora_v4_ck250,la07,15x5,890,615,-30.8989,25,0,0,0,0,0,25,False
rslora_v4_ck250,la08,15x5,863,659,-23.6385,25,1,0,0,0,0,26,False
rslora_v4_ck250,la09,15x5,951,736,-22.6078,25,0,0,0,0,0,25,False
rslora_v4_ck250,la10,15x5,958,761,-20.5637,25,0,0,0,0,0,25,False
rslora_v4_ck250,la16,10x10,945,1105,16.9312,0,0,0,0,0,0,0,True
rslora_v4_ck250,la17,10x10,784,866,10.4592,0,1,0,0,0,1,2,False
rslora_v4_ck250,la18,10x10,848,4528,433.9623,0,199,0,1,8,0,208,False
rslora_v4_ck250,la19,10x10,842,1051,24.8219,0,0,0,0,0,0,0,True
rslora_v4_ck250,la20,10x10,902,5252,482.2616,0,197,0,20,10,1,228,False
rslora_v4_ck300,ft06,6x6,55,58,5.4545,0,0,0,0,0,0,0,True
rslora_v4_ck300,ft10,10x10,930,1180,26.8817,0,2,0,0,0,0,2,False
rslora_v4_ck300,ft20,20x5,1165,833,-28.4979,52,0,3,0,0,0,55,False
rslora_v4_ck300,la01,10x5,666,693,4.0541,0,0,0,0,0,0,0,True
rslora_v4_ck300,la02,10x5,655,752,14.8092,0,0,0,0,0,0,0,True
rslora_v4_ck300,la03,10x5,597,650,8.8777,0,0,0,0,0,0,0,True
rslora_v4_ck300,la04,10x5,590,708,20.0000,0,0,0,0,0,0,0,True
rslora_v4_ck300,la05,10x5,593,593,0.0000,0,0,0,0,0,0,0,True
rslora_v4_ck300,la06,15x5,926,725,-21.7063,25,0,0,0,0,0,25,False
rslora_v4_ck300,la07,15x5,890,615,-30.8989,25,0,0,0,0,0,25,False
rslora_v4_ck300,la08,15x5,863,659,-23.6385,25,0,0,0,0,0,25,False
rslora_v4_ck300,la09,15x5,951,687,-27.7603,25,0,0,0,0,0,25,False
rslora_v4_ck300,la10,15x5,958,761,-20.5637,25,0,0,0,0,0,25,False
rslora_v4_ck300,la16,10x10,945,3647,285.9259,0,206,0,4,0,0,210,False
rslora_v4_ck300,la17,10x10,784,898,14.5408,0,0,0,0,0,0,0,True
rslora_v4_ck300,la18,10x10,848,936,10.3774,0,3,1,0,0,0,4,False
rslora_v4_ck300,la19,10x10,842,1121,33.1354,0,8,1,0,0,1,10,False
rslora_v4_ck300,la20,10x10,902,956,5.9867,0,0,0,0,0,0,0,True
rslora_v4_ck350,ft06,6x6,55,58,5.4545,0,0,0,0,0,0,0,True
rslora_v4_ck350,ft10,10x10,930,4229,354.7312,0,196,0,15,9,0,220,False
rslora_v4_ck350,ft20,20x5,1165,792,-32.0172,52,0,3,0,0,0,55,False
rslora_v4_ck350,la01,10x5,666,693,4.0541,0,0,0,0,0,0,0,True
rslora_v4_ck350,la02,10x5,655,730,11.4504,0,0,0,0,0,0,0,True
rslora_v4_ck350,la03,10x5,597,650,8.8777,0,0,0,0,0,0,0,True
rslora_v4_ck350,la04,10x5,590,644,9.1525,0,0,0,0,0,0,0,True
rslora_v4_ck350,la05,10x5,593,593,0.0000,0,0,0,0,0,0,0,True
rslora_v4_ck350,la06,15x5,926,726,-21.5983,25,0,0,0,0,0,25,False
rslora_v4_ck350,la07,15x5,890,642,-27.8652,25,0,0,0,0,0,25,False
rslora_v4_ck350,la08,15x5,863,659,-23.6385,25,0,0,0,0,0,25,False
rslora_v4_ck350,la09,15x5,951,688,-27.6551,25,0,0,0,0,0,25,False
rslora_v4_ck350,la10,15x5,958,761,-20.5637,25,0,0,0,0,0,25,False
rslora_v4_ck350,la16,10x10,945,4358,361.1640,0,196,1,0,10,0,207,False
rslora_v4_ck350,la17,10x10,784,848,8.1633,1,0,0,0,0,0,1,False
rslora_v4_ck350,la18,10x10,848,4040,376.4151,0,204,0,4,3,0,211,False
rslora_v4_ck350,la19,10x10,842,1015,20.5463,0,2,0,0,0,0,2,False
rslora_v4_ck350,la20,10x10,902,1266,40.3548,0,4,0,0,0,0,4,False
rslora_v4_ck400,ft06,6x6,55,61,10.9091,0,0,0,0,0,0,0,True
rslora_v4_ck400,ft10,10x10,930,4263,358.3871,0,195,3,4,11,0,213,False
rslora_v4_ck400,ft20,20x5,1165,821,-29.5279,52,0,3,0,0,0,55,False
rslora_v4_ck400,la01,10x5,666,740,11.1111,0,0,0,0,0,0,0,True
rslora_v4_ck400,la02,10x5,655,752,14.8092,0,0,0,0,0,0,0,True
rslora_v4_ck400,la03,10x5,597,668,11.8928,0,0,0,0,0,0,0,True
rslora_v4_ck400,la04,10x5,590,644,9.1525,0,0,0,0,0,0,0,True
rslora_v4_ck400,la05,10x5,593,593,0.0000,0,0,0,0,0,0,0,True
rslora_v4_ck400,la06,15x5,926,737,-20.4104,25,0,0,0,0,0,25,False
rslora_v4_ck400,la07,15x5,890,615,-30.8989,25,0,0,0,0,0,25,False
rslora_v4_ck400,la08,15x5,863,688,-20.2781,25,0,0,0,0,0,25,False
rslora_v4_ck400,la09,15x5,951,688,-27.6551,25,0,0,0,0,0,25,False
rslora_v4_ck400,la10,15x5,958,761,-20.5637,25,0,0,0,0,0,25,False
rslora_v4_ck400,la16,10x10,945,4346,359.8942,0,198,1,14,8,0,221,False
rslora_v4_ck400,la17,10x10,784,4859,519.7704,0,202,1,1,5,0,209,False
rslora_v4_ck400,la18,10x10,848,4189,393.9858,0,199,0,1,9,0,209,False
rslora_v4_ck400,la19,10x10,842,4161,394.1805,0,203,0,2,4,0,209,False
rslora_v4_ck400,la20,10x10,902,4218,367.6275,0,200,0,20,6,0,226,False
rslora_v4_ck450,ft06,6x6,55,61,10.9091,0,0,0,0,0,0,0,True
rslora_v4_ck450,ft10,10x10,930,4241,356.0215,0,190,0,21,14,0,225,False
rslora_v4_ck450,ft20,20x5,1165,950,-18.4549,50,0,1,0,0,0,51,False
rslora_v4_ck450,la01,10x5,666,732,9.9099,0,0,0,0,0,0,0,True
rslora_v4_ck450,la02,10x5,655,752,14.8092,0,0,0,0,0,0,0,True
rslora_v4_ck450,la03,10x5,597,650,8.8777,0,0,0,0,0,0,0,True
rslora_v4_ck450,la04,10x5,590,644,9.1525,0,0,0,0,0,0,0,True
rslora_v4_ck450,la05,10x5,593,593,0.0000,0,0,0,0,0,0,0,True
rslora_v4_ck450,la06,15x5,926,737,-20.4104,25,0,0,0,0,0,25,False
rslora_v4_ck450,la07,15x5,890,615,-30.8989,25,0,0,0,0,0,25,False
rslora_v4_ck450,la08,15x5,863,704,-18.4241,25,0,0,0,0,0,25,False
rslora_v4_ck450,la09,15x5,951,687,-27.7603,25,0,0,0,0,0,25,False
rslora_v4_ck450,la10,15x5,958,761,-20.5637,25,0,0,0,0,0,25,False
rslora_v4_ck450,la16,10x10,945,4999,428.9947,0,192,1,3,15,0,211,False
rslora_v4_ck450,la17,10x10,784,831,5.9949,0,0,0,0,0,0,0,True
rslora_v4_ck450,la18,10x10,848,4217,397.2877,0,193,0,0,13,0,206,False
rslora_v4_ck450,la19,10x10,842,4248,404.5131,0,201,0,24,6,0,231,False
rslora_v4_ck450,la20,10x10,902,989,9.6452,0,0,0,0,0,0,0,True
